Hours Studied,Previous Scores,Sleep Hours,Sample Question Papers Practiced,Performance Index,distance_to_goal,performance_angle,is_high_efficiency,Extracurricular Activities_Yes
8.0,68.0,7.0,3.0,61.0,22.0,90.0,0.0,False
3.0,54.0,5.0,0.0,35.0,36.345563690772494,82.09283729704154,0.0,True
1.0,40.0,8.0,8.0,15.0,50.48762224545735,82.03038960567865,0.0,True
8.0,93.0,6.0,9.0,88.0,3.0,90.0,0.0,True
3.0,69.0,4.0,7.0,45.0,21.587033144922902,76.6075022462489,0.0,False
3.0,68.0,9.0,6.0,49.0,22.561028345356956,77.19573393471325,0.0,True
1.0,59.0,8.0,5.0,33.0,31.78049716414141,77.27564431457763,0.0,True
5.0,72.0,9.0,2.0,60.0,18.24828759089466,80.53767779197439,0.0,True
7.0,80.0,8.0,3.0,71.0,10.04987562112089,84.28940686250037,0.0,False
9.0,83.0,4.0,1.0,81.0,7.0710678118654755,81.86989764584403,0.0,True
7.0,75.0,6.0,6.0,67.0,15.033296378372908,86.18592516570965,0.0,False
9.0,99.0,4.0,1.0,95.0,9.055385138137417,83.6598082540901,0.0,False
8.0,61.0,6.0,9.0,58.0,29.0,90.0,0.0,True
2.0,52.0,9.0,0.0,29.0,38.47076812334269,81.02737338510362,0.0,False
1.0,46.0,5.0,5.0,21.0,44.553338819890925,80.96051719664487,0.0,False
7.0,47.0,6.0,3.0,38.0,43.01162633521314,88.66778014613037,0.0,True
7.0,67.0,8.0,7.0,60.0,23.021728866442675,87.51044707800085,0.0,True
8.0,84.0,5.0,0.0,76.0,6.0,90.0,0.0,True
5.0,82.0,9.0,8.0,69.0,8.54400374531753,69.44395478041653,0.0,True
3.0,48.0,7.0,5.0,30.0,42.2965719651132,83.21102542556122,0.0,False
8.0,64.0,5.0,1.0,57.0,26.0,90.0,0.0,False
6.0,95.0,6.0,7.0,81.0,5.385164807134504,68.19859051364818,0.0,True
3.0,55.0,5.0,4.0,36.0,35.35533905932738,81.86989764584403,0.0,True
1.0,49.0,9.0,4.0,25.0,41.593268686170845,80.3112134396332,0.0,True
3.0,50.0,5.0,4.0,27.0,40.311288741492746,82.8749836510982,0.0,False
5.0,70.0,9.0,6.0,61.0,20.223748416156685,81.46923439005187,0.0,True
3.0,51.0,7.0,6.0,34.0,39.319206502675,82.69424046668918,0.0,False
1.0,99.0,6.0,9.0,76.0,11.40175425099138,52.1250163489018,1.0,False
5.0,70.0,8.0,6.0,57.0,20.223748416156685,81.46923439005187,0.0,False
7.0,53.0,5.0,9.0,45.0,37.013511046643494,88.45184230102204,0.0,False
7.0,90.0,4.0,1.0,76.0,1.0,0.0,0.0,True
9.0,83.0,8.0,7.0,83.0,7.0710678118654755,81.86989764584403,0.0,True
3.0,71.0,5.0,0.0,50.0,19.6468827043885,75.25643716352927,0.0,True
7.0,89.0,8.0,1.0,81.0,1.4142135623730951,45.0,0.0,False
1.0,92.0,4.0,6.0,66.0,7.280109889280518,15.945395900922854,0.0,False
4.0,56.0,8.0,3.0,38.0,34.23448553724738,83.29016319224307,0.0,True
4.0,74.0,8.0,9.0,56.0,16.492422502470642,75.96375653207353,0.0,False
5.0,40.0,4.0,9.0,25.0,50.08991914547278,86.56636963754949,0.0,False
7.0,68.0,4.0,8.0,56.0,22.02271554554524,87.39743779750019,0.0,False
7.0,90.0,4.0,8.0,82.0,1.0,0.0,0.0,True
4.0,43.0,7.0,2.0,23.0,47.16990566028302,85.13548556223948,0.0,True
7.0,62.0,9.0,2.0,56.0,28.0178514522438,87.95459151111278,0.0,True
3.0,67.0,9.0,8.0,46.0,23.53720459187964,77.7352262721076,0.0,False
6.0,55.0,4.0,9.0,43.0,35.05709628591621,86.72951207681645,0.0,True
2.0,51.0,9.0,7.0,30.0,39.45883931389772,81.2538377374448,0.0,True
9.0,92.0,8.0,0.0,92.0,2.23606797749979,63.43494882292201,0.0,True
5.0,60.0,4.0,5.0,45.0,30.14962686336267,84.28940686250037,0.0,False
6.0,84.0,5.0,6.0,70.0,6.324555320336759,71.56505117707799,0.0,False
4.0,56.0,4.0,7.0,36.0,34.23448553724738,83.29016319224307,0.0,False
7.0,79.0,4.0,1.0,71.0,11.045361017187261,84.8055710922652,0.0,False
9.0,52.0,9.0,0.0,49.0,38.01315561749642,88.49256424122504,0.0,False
7.0,91.0,6.0,3.0,82.0,1.4142135623730951,45.0,0.0,True
1.0,97.0,8.0,0.0,71.0,9.899494936611665,45.0,1.0,True
1.0,71.0,9.0,1.0,43.0,20.248456731316587,69.77514056883192,0.0,False
9.0,76.0,8.0,2.0,77.0,14.035668847618199,85.91438322002513,0.0,False
9.0,89.0,5.0,3.0,86.0,1.4142135623730951,45.0,0.0,True
4.0,54.0,7.0,5.0,34.0,36.22154055254967,83.6598082540901,0.0,False
9.0,51.0,6.0,7.0,49.0,39.01281840626232,88.53119928561418,0.0,False
3.0,88.0,5.0,8.0,69.0,5.385164807134504,21.80140948635181,0.0,False
7.0,96.0,5.0,3.0,84.0,6.082762530298219,80.53767779197439,0.0,False
6.0,54.0,8.0,0.0,41.0,36.05551275463989,86.82016988013577,0.0,False
8.0,73.0,6.0,4.0,68.0,17.0,90.0,0.0,True
9.0,45.0,8.0,4.0,44.0,45.0111097397076,88.72696997994329,0.0,True
5.0,56.0,7.0,8.0,41.0,34.132096331752024,84.95754893082909,0.0,False
1.0,87.0,8.0,5.0,58.0,7.615773105863909,23.19859051364819,0.0,False
3.0,88.0,4.0,4.0,68.0,5.385164807134504,21.80140948635181,0.0,True
8.0,96.0,8.0,9.0,94.0,6.0,90.0,0.0,False
6.0,59.0,4.0,9.0,47.0,31.064449134018133,86.30861401354873,0.0,True
8.0,48.0,5.0,4.0,40.0,42.0,90.0,0.0,False
9.0,98.0,7.0,7.0,100.0,8.06225774829855,82.8749836510982,0.0,True
4.0,44.0,9.0,0.0,23.0,46.17358552246078,85.0302592718897,0.0,True
1.0,62.0,4.0,4.0,36.0,28.861739379323623,75.96375653207353,0.0,False
1.0,72.0,7.0,0.0,47.0,19.313207915827967,68.74949449286676,0.0,False
4.0,77.0,8.0,6.0,60.0,13.601470508735444,72.89727103094764,0.0,True
7.0,95.0,9.0,6.0,83.0,5.0990195135927845,78.69006752597979,0.0,False
2.0,53.0,8.0,9.0,33.0,37.48332962798263,80.78897345918332,0.0,True
3.0,56.0,5.0,7.0,36.0,34.36568055487916,81.63411387596742,0.0,False
1.0,96.0,8.0,6.0,74.0,9.219544457292887,40.60129464500447,1.0,False
5.0,58.0,4.0,8.0,42.0,32.14031735997639,84.64417495714481,0.0,False
1.0,72.0,5.0,7.0,47.0,19.313207915827967,68.74949449286676,0.0,True
8.0,40.0,7.0,7.0,31.0,50.0,90.0,0.0,True
1.0,52.0,5.0,2.0,26.0,38.63935817272331,79.56252464888182,0.0,False
1.0,85.0,7.0,9.0,58.0,8.602325267042627,35.53767779197438,0.0,True
2.0,66.0,6.0,3.0,42.0,24.73863375370596,75.96375653207353,0.0,False
2.0,45.0,4.0,3.0,18.0,45.39823785126467,82.40535663140857,0.0,True
6.0,98.0,4.0,0.0,85.0,8.246211251235321,75.96375653207353,0.0,False
7.0,45.0,7.0,5.0,36.0,45.0111097397076,88.72696997994329,0.0,True
5.0,72.0,8.0,1.0,58.0,18.24828759089466,80.53767779197439,0.0,True
1.0,69.0,9.0,8.0,45.0,22.135943621178654,71.56505117707799,0.0,True
1.0,85.0,8.0,0.0,60.0,8.602325267042627,35.53767779197438,0.0,True
3.0,74.0,6.0,0.0,56.0,16.76305461424021,72.64597536373867,0.0,True
2.0,62.0,7.0,9.0,42.0,28.635642126552707,77.9052429229879,0.0,True
5.0,49.0,6.0,5.0,33.0,41.10960958218893,85.8150838748816,0.0,False
6.0,90.0,7.0,0.0,77.0,2.0,0.0,0.0,False
7.0,58.0,6.0,2.0,51.0,32.01562118716424,88.21008939175394,0.0,True
4.0,90.0,7.0,9.0,72.0,4.0,0.0,1.0,False
7.0,67.0,4.0,1.0,57.0,23.021728866442675,87.51044707800085,0.0,True
8.0,62.0,6.0,8.0,53.0,28.0,90.0,0.0,False
1.0,43.0,6.0,4.0,16.0,47.51841748206689,81.52885536698517,0.0,False
6.0,59.0,7.0,5.0,45.0,31.064449134018133,86.30861401354873,0.0,False
8.0,58.0,5.0,1.0,49.0,32.0,90.0,0.0,False
5.0,81.0,5.0,7.0,67.0,9.486832980505138,71.56505117707799,0.0,True
4.0,66.0,4.0,5.0,49.0,24.331050121192877,80.53767779197439,0.0,False
2.0,96.0,8.0,7.0,73.0,8.48528137423857,45.0,1.0,False
6.0,73.0,8.0,7.0,65.0,17.11724276862369,83.29016319224307,0.0,False
6.0,43.0,4.0,0.0,27.0,47.042533945356304,87.56335175318986,0.0,True
1.0,95.0,8.0,6.0,72.0,8.602325267042627,35.53767779197438,1.0,False
9.0,77.0,9.0,1.0,74.0,13.038404810405298,85.60129464500447,0.0,True
6.0,46.0,9.0,7.0,38.0,44.04543109109048,87.39743779750019,0.0,True
3.0,87.0,9.0,1.0,67.0,5.830951894845301,30.96375653207352,0.0,False
4.0,46.0,9.0,3.0,28.0,44.181444068749045,84.8055710922652,0.0,True
4.0,89.0,7.0,1.0,73.0,4.123105625617661,14.036243467926479,1.0,False
3.0,91.0,5.0,6.0,72.0,5.0990195135927845,11.309932474020213,1.0,False
3.0,65.0,4.0,4.0,42.0,25.495097567963924,78.69006752597979,0.0,False
3.0,65.0,7.0,8.0,47.0,25.495097567963924,78.69006752597979,0.0,False
4.0,93.0,9.0,4.0,77.0,5.0,36.86989764584402,1.0,False
7.0,58.0,4.0,7.0,49.0,32.01562118716424,88.21008939175394,0.0,False
4.0,48.0,5.0,1.0,30.0,42.190046219457976,84.55966796899449,0.0,False
9.0,59.0,8.0,2.0,54.0,31.016124838541646,88.15238973400541,0.0,True
1.0,81.0,7.0,5.0,56.0,11.40175425099138,52.1250163489018,0.0,True
8.0,84.0,5.0,6.0,75.0,6.0,90.0,0.0,False
7.0,89.0,4.0,9.0,78.0,1.4142135623730951,45.0,0.0,False
2.0,55.0,6.0,7.0,32.0,35.510561809129406,80.2724214485984,0.0,True
8.0,93.0,7.0,2.0,89.0,3.0,90.0,0.0,False
1.0,56.0,4.0,6.0,29.0,34.713109915419565,78.36636600105956,0.0,True
9.0,61.0,4.0,7.0,57.0,29.017236257093817,88.02506598911803,0.0,True
9.0,52.0,5.0,9.0,48.0,38.01315561749642,88.49256424122504,0.0,False
2.0,51.0,4.0,5.0,27.0,39.45883931389772,81.2538377374448,0.0,False
7.0,49.0,7.0,3.0,38.0,41.012193308819754,88.60281897270363,0.0,True
3.0,40.0,9.0,5.0,18.0,50.24937810560445,84.28940686250037,0.0,True
7.0,71.0,7.0,8.0,66.0,19.026297590440446,86.98721249581666,0.0,False
9.0,69.0,4.0,2.0,65.0,21.02379604162864,87.27368900609373,0.0,False
4.0,47.0,5.0,1.0,27.0,43.18564576337837,84.68545433005525,0.0,True
1.0,60.0,7.0,4.0,33.0,30.805843601498726,76.86597769360368,0.0,True
2.0,61.0,6.0,6.0,37.0,29.614185789921695,78.3106308245608,0.0,True
1.0,57.0,9.0,2.0,29.0,33.734255586866,78.02386755579664,0.0,False
5.0,41.0,8.0,4.0,26.0,49.09175083453431,86.49646835521554,0.0,False
5.0,87.0,5.0,3.0,72.0,4.242640687119285,45.0,0.0,False
7.0,83.0,5.0,6.0,77.0,7.0710678118654755,81.86989764584403,0.0,True
9.0,48.0,8.0,1.0,45.0,42.01190307520001,88.63607246839707,0.0,True
9.0,42.0,8.0,6.0,41.0,48.010415536631214,88.80651057601797,0.0,False
3.0,93.0,7.0,1.0,73.0,5.830951894845301,30.96375653207352,1.0,True
3.0,65.0,4.0,2.0,43.0,25.495097567963924,78.69006752597979,0.0,True
3.0,60.0,4.0,4.0,39.0,30.4138126514911,80.53767779197439,0.0,True
4.0,69.0,6.0,6.0,54.0,21.37755832643195,79.2157021324374,0.0,True
8.0,67.0,9.0,5.0,62.0,23.0,90.0,0.0,True
6.0,75.0,4.0,6.0,63.0,15.132745950421556,82.40535663140857,0.0,False
8.0,65.0,6.0,5.0,59.0,25.0,90.0,0.0,False
1.0,73.0,6.0,0.0,46.0,18.384776310850235,67.61986494804043,0.0,False
8.0,47.0,5.0,4.0,42.0,43.0,90.0,0.0,False
4.0,49.0,5.0,0.0,30.0,41.19465984809196,84.42780219603621,0.0,False
1.0,87.0,9.0,6.0,63.0,7.615773105863909,23.19859051364819,0.0,True
8.0,94.0,7.0,3.0,89.0,4.0,90.0,0.0,True
4.0,82.0,8.0,4.0,62.0,8.94427190999916,63.43494882292201,0.0,True
6.0,89.0,8.0,0.0,77.0,2.23606797749979,26.56505117707799,0.0,False
8.0,93.0,9.0,7.0,88.0,3.0,90.0,0.0,True
4.0,53.0,6.0,3.0,35.0,37.21558813185679,83.8298249049704,0.0,True
3.0,79.0,9.0,2.0,60.0,12.083045973594572,65.55604521958347,0.0,True
9.0,94.0,8.0,0.0,92.0,4.123105625617661,75.96375653207353,0.0,False
3.0,54.0,6.0,3.0,38.0,36.345563690772494,82.09283729704154,0.0,True
9.0,56.0,8.0,2.0,56.0,34.0147027033899,88.31531568210372,0.0,True
2.0,92.0,7.0,7.0,70.0,6.324555320336759,18.43494882292201,0.0,False
2.0,57.0,5.0,8.0,35.0,33.54101966249684,79.69515353123397,0.0,False
2.0,71.0,5.0,4.0,47.0,19.924858845171276,72.47443162627712,0.0,True
6.0,77.0,6.0,8.0,66.0,13.152946437965905,81.2538377374448,0.0,False
3.0,62.0,9.0,0.0,43.0,28.442925306655784,79.8753283446022,0.0,True
9.0,85.0,8.0,6.0,81.0,5.0990195135927845,78.69006752597979,0.0,False
4.0,62.0,4.0,6.0,43.0,28.284271247461902,81.86989764584403,0.0,True
1.0,74.0,7.0,5.0,46.0,17.46424919657298,66.37062226934319,0.0,True
4.0,78.0,8.0,3.0,61.0,12.649110640673518,71.56505117707799,0.0,False
1.0,54.0,4.0,8.0,27.0,36.6742416417845,78.99645914825051,0.0,False
5.0,92.0,7.0,2.0,77.0,3.605551275463989,33.690067525979785,0.0,False
4.0,63.0,7.0,0.0,43.0,27.294688127912362,81.57303097851933,0.0,False
8.0,67.0,5.0,1.0,60.0,23.0,90.0,0.0,True
8.0,55.0,6.0,2.0,48.0,35.0,90.0,0.0,False
7.0,55.0,8.0,1.0,47.0,35.014282800023196,88.36342295838328,0.0,True
3.0,79.0,7.0,5.0,60.0,12.083045973594572,65.55604521958347,0.0,True
1.0,78.0,8.0,6.0,53.0,13.892443989449804,59.743562836470744,0.0,True
1.0,45.0,7.0,4.0,19.0,45.5411901469428,81.15818543980832,0.0,False
3.0,41.0,9.0,4.0,23.0,49.25444142409901,84.17365797044422,0.0,True
6.0,93.0,5.0,6.0,81.0,3.605551275463989,56.309932474020215,0.0,True
7.0,52.0,6.0,5.0,41.0,38.01315561749642,88.49256424122504,0.0,False
6.0,83.0,4.0,7.0,71.0,7.280109889280518,74.05460409907715,0.0,True
6.0,86.0,4.0,8.0,75.0,4.47213595499958,63.43494882292201,0.0,True
6.0,98.0,9.0,1.0,89.0,8.246211251235321,75.96375653207353,0.0,True
3.0,48.0,5.0,1.0,28.0,42.2965719651132,83.21102542556122,0.0,False
6.0,73.0,7.0,0.0,60.0,17.11724276862369,83.29016319224307,0.0,True
8.0,56.0,5.0,6.0,54.0,34.0,90.0,0.0,True
2.0,66.0,6.0,3.0,41.0,24.73863375370596,75.96375653207353,0.0,True
5.0,68.0,4.0,8.0,52.0,22.20360331117452,82.23483398157467,0.0,False
1.0,76.0,8.0,5.0,53.0,15.652475842498529,63.43494882292201,0.0,False
1.0,82.0,4.0,6.0,52.0,10.63014581273465,48.81407483429036,0.0,False
5.0,61.0,6.0,6.0,47.0,29.154759474226502,84.0938588862295,0.0,True
3.0,90.0,7.0,7.0,71.0,5.0,0.0,1.0,True
4.0,63.0,5.0,3.0,42.0,27.294688127912362,81.57303097851933,0.0,True
3.0,46.0,4.0,2.0,21.0,44.28317965096906,83.51692630710276,0.0,True
1.0,73.0,4.0,2.0,48.0,18.384776310850235,67.61986494804043,0.0,True
1.0,87.0,8.0,9.0,64.0,7.615773105863909,23.19859051364819,0.0,False
5.0,51.0,5.0,7.0,38.0,39.11521443121589,85.60129464500447,0.0,True
6.0,62.0,8.0,2.0,49.0,28.071337695236398,85.91438322002513,0.0,True
3.0,54.0,8.0,7.0,35.0,36.345563690772494,82.09283729704154,0.0,False
9.0,72.0,7.0,1.0,73.0,18.027756377319946,86.82016988013577,0.0,False
5.0,96.0,4.0,4.0,81.0,6.708203932499369,63.43494882292201,0.0,True
8.0,52.0,9.0,4.0,47.0,38.0,90.0,0.0,False
1.0,62.0,5.0,6.0,36.0,28.861739379323623,75.96375653207353,0.0,False
5.0,77.0,7.0,4.0,63.0,13.341664064126334,77.0053832080835,0.0,False
3.0,71.0,9.0,8.0,52.0,19.6468827043885,75.25643716352927,0.0,True
1.0,84.0,7.0,2.0,58.0,9.219544457292887,40.60129464500447,0.0,False
4.0,89.0,7.0,8.0,77.0,4.123105625617661,14.036243467926479,1.0,True
5.0,74.0,6.0,0.0,58.0,16.278820596099706,79.38034472384487,0.0,False
7.0,40.0,6.0,2.0,33.0,50.00999900019995,88.8542371618249,0.0,True
1.0,86.0,7.0,3.0,67.0,8.06225774829855,29.74488129694222,0.0,True
3.0,97.0,6.0,5.0,76.0,8.602325267042627,54.46232220802562,1.0,True
2.0,84.0,5.0,9.0,62.0,8.48528137423857,45.0,0.0,False
9.0,44.0,4.0,7.0,37.0,46.010868281309364,88.75463573323165,0.0,False
6.0,96.0,9.0,6.0,86.0,6.324555320336759,71.56505117707799,0.0,False
3.0,52.0,5.0,7.0,37.0,38.3275357934736,82.50414236027014,0.0,True
8.0,93.0,4.0,5.0,88.0,3.0,90.0,0.0,False
8.0,44.0,6.0,5.0,38.0,46.0,90.0,0.0,False
2.0,99.0,9.0,5.0,76.0,10.816653826391969,56.309932474020215,1.0,True
6.0,71.0,5.0,2.0,57.0,19.1049731745428,83.99099404250548,0.0,False
7.0,90.0,8.0,9.0,82.0,1.0,0.0,0.0,True
2.0,60.0,7.0,3.0,35.0,30.59411708155671,78.69006752597979,0.0,False
2.0,63.0,4.0,5.0,41.0,27.65863337187866,77.47119229084849,0.0,True
1.0,99.0,4.0,6.0,75.0,11.40175425099138,52.1250163489018,1.0,True
8.0,57.0,8.0,2.0,51.0,33.0,90.0,0.0,False
1.0,60.0,8.0,3.0,34.0,30.805843601498726,76.86597769360368,0.0,True
9.0,93.0,7.0,5.0,92.0,3.1622776601683795,71.56505117707799,0.0,False
6.0,49.0,6.0,0.0,39.0,41.048751503547585,87.20729763428672,0.0,False
7.0,63.0,5.0,6.0,56.0,27.018512172212592,87.87890360333854,0.0,False
7.0,79.0,5.0,0.0,69.0,11.045361017187261,84.8055710922652,0.0,False
3.0,86.0,5.0,9.0,69.0,6.4031242374328485,38.65980825409009,0.0,True
2.0,60.0,6.0,8.0,40.0,30.59411708155671,78.69006752597979,0.0,True
9.0,64.0,7.0,9.0,63.0,26.019223662515376,87.7974018382342,0.0,True
8.0,91.0,5.0,8.0,86.0,1.0,90.0,0.0,False
7.0,99.0,4.0,8.0,89.0,9.055385138137417,83.6598082540901,0.0,False
9.0,96.0,4.0,3.0,94.0,6.082762530298219,80.53767779197439,0.0,True
4.0,98.0,4.0,1.0,79.0,8.94427190999916,63.43494882292201,1.0,True
4.0,62.0,8.0,6.0,44.0,28.284271247461902,81.86989764584403,0.0,False
1.0,61.0,8.0,3.0,33.0,29.832867780352597,76.42956561483852,0.0,False
8.0,43.0,6.0,4.0,36.0,47.0,90.0,0.0,False
3.0,73.0,5.0,0.0,50.0,17.72004514666935,73.61045966596522,0.0,True
7.0,95.0,8.0,9.0,94.0,5.0990195135927845,78.69006752597979,0.0,False
2.0,45.0,4.0,5.0,22.0,45.39823785126467,82.40535663140857,0.0,True
2.0,67.0,8.0,6.0,44.0,23.769728648009426,75.37912601136834,0.0,False
7.0,70.0,4.0,2.0,60.0,20.024984394500787,87.13759477388825,0.0,True
6.0,74.0,5.0,9.0,64.0,16.1245154965971,82.8749836510982,0.0,False
3.0,78.0,6.0,1.0,58.0,13.0,67.38013505195957,0.0,True
9.0,81.0,7.0,9.0,78.0,9.055385138137417,83.6598082540901,0.0,True
6.0,62.0,7.0,6.0,51.0,28.071337695236398,85.91438322002513,0.0,True
6.0,45.0,4.0,0.0,30.0,45.044422518220834,87.4551956201869,0.0,False
1.0,55.0,8.0,1.0,29.0,35.6931365951495,78.69006752597979,0.0,True
4.0,41.0,8.0,2.0,22.0,49.16299421312742,85.33314162856101,0.0,True
6.0,63.0,4.0,3.0,51.0,27.073972741361768,85.76360520094116,0.0,False
6.0,56.0,5.0,4.0,45.0,34.058772731852805,86.63353933657021,0.0,True
5.0,84.0,4.0,3.0,70.0,6.708203932499369,63.43494882292201,0.0,True
1.0,40.0,5.0,9.0,10.0,50.48762224545735,82.03038960567865,0.0,False
8.0,45.0,6.0,2.0,38.0,45.0,90.0,0.0,True
5.0,44.0,6.0,0.0,30.0,46.09772228646444,86.26860300083955,0.0,False
5.0,96.0,4.0,6.0,82.0,6.708203932499369,63.43494882292201,0.0,True
7.0,84.0,6.0,9.0,74.0,6.082762530298219,80.53767779197439,0.0,False
4.0,99.0,8.0,5.0,87.0,9.848857801796104,66.03751102542182,1.0,True
6.0,94.0,5.0,1.0,77.0,4.47213595499958,63.43494882292201,0.0,True
